WARN  2022-09-06 22:46:03,449 [main][Main.java:16] : TEST
DEBUG 2022-09-08 17:56:15,066 [main][BasicTypeRegistry.java:145] : Adding type registration class -> org.hibernate.type.ClassType@5c085b6b
DEBUG 2022-09-08 17:56:15,066 [main][BasicTypeRegistry.java:145] : Adding type registration java.lang.Class -> org.hibernate.type.ClassType@5c085b6b
DEBUG 2022-09-08 17:56:15,067 [main][BasicTypeRegistry.java:145] : Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@515e05d6
DEBUG 2022-09-08 17:56:15,067 [main][BasicTypeRegistry.java:145] : Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@515e05d6
DEBUG 2022-09-08 17:56:15,068 [main][BasicTypeRegistry.java:145] : Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@10e1cea0
DEBUG 2022-09-08 17:56:15,069 [main][BasicTypeRegistry.java:145] : Adding type registration binary -> org.hibernate.type.BinaryType@a4b901c8
DEBUG 2022-09-08 17:56:15,069 [main][BasicTypeRegistry.java:145] : Adding type registration byte[] -> org.hibernate.type.BinaryType@a4b901c8
DEBUG 2022-09-08 17:56:15,070 [main][BasicTypeRegistry.java:145] : Adding type registration [B -> org.hibernate.type.BinaryType@a4b901c8
DEBUG 2022-09-08 17:56:15,070 [main][BasicTypeRegistry.java:145] : Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@b57f240a
DEBUG 2022-09-08 17:56:15,071 [main][BasicTypeRegistry.java:145] : Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@b57f240a
DEBUG 2022-09-08 17:56:15,071 [main][BasicTypeRegistry.java:145] : Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@b57f240a
DEBUG 2022-09-08 17:56:15,071 [main][BasicTypeRegistry.java:145] : Adding type registration row_version -> org.hibernate.type.RowVersionType@50a6d0dd
DEBUG 2022-09-08 17:56:15,072 [main][BasicTypeRegistry.java:145] : Adding type registration image -> org.hibernate.type.ImageType@5067d87d
DEBUG 2022-09-08 17:56:15,072 [main][BasicTypeRegistry.java:145] : Adding type registration characters -> org.hibernate.type.CharArrayType@8732a73a
DEBUG 2022-09-08 17:56:15,073 [main][BasicTypeRegistry.java:145] : Adding type registration char[] -> org.hibernate.type.CharArrayType@8732a73a
DEBUG 2022-09-08 17:56:15,073 [main][BasicTypeRegistry.java:145] : Adding type registration [C -> org.hibernate.type.CharArrayType@8732a73a
DEBUG 2022-09-08 17:56:15,073 [main][BasicTypeRegistry.java:145] : Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@b92e35dc
DEBUG 2022-09-08 17:56:15,074 [main][BasicTypeRegistry.java:145] : Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@b92e35dc
DEBUG 2022-09-08 17:56:15,074 [main][BasicTypeRegistry.java:145] : Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@b92e35dc
DEBUG 2022-09-08 17:56:15,074 [main][BasicTypeRegistry.java:145] : Adding type registration text -> org.hibernate.type.TextType@bcec0d6b
DEBUG 2022-09-08 17:56:15,075 [main][BasicTypeRegistry.java:145] : Adding type registration ntext -> org.hibernate.type.NTextType@83f8ee40
DEBUG 2022-09-08 17:56:15,077 [main][BasicTypeRegistry.java:145] : Adding type registration blob -> org.hibernate.type.BlobType@3ff96aa6
DEBUG 2022-09-08 17:56:15,077 [main][BasicTypeRegistry.java:145] : Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@3ff96aa6
DEBUG 2022-09-08 17:56:15,077 [main][BasicTypeRegistry.java:145] : Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@ca7c7ca2
DEBUG 2022-09-08 17:56:15,080 [main][BasicTypeRegistry.java:145] : Adding type registration clob -> org.hibernate.type.ClobType@7cea1251
DEBUG 2022-09-08 17:56:15,080 [main][BasicTypeRegistry.java:145] : Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@7cea1251
DEBUG 2022-09-08 17:56:15,082 [main][BasicTypeRegistry.java:145] : Adding type registration nclob -> org.hibernate.type.NClobType@fcec9083
DEBUG 2022-09-08 17:56:15,082 [main][BasicTypeRegistry.java:145] : Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@fcec9083
DEBUG 2022-09-08 17:56:15,082 [main][BasicTypeRegistry.java:145] : Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@edd241ab
DEBUG 2022-09-08 17:56:15,083 [main][BasicTypeRegistry.java:145] : Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@e3718c4c
DEBUG 2022-09-08 17:56:15,084 [main][BasicTypeRegistry.java:145] : Adding type registration serializable -> org.hibernate.type.SerializableType@cb481754
DEBUG 2022-09-08 17:56:15,086 [main][BasicTypeRegistry.java:145] : Adding type registration object -> org.hibernate.type.ObjectType@a4924379
DEBUG 2022-09-08 17:56:15,086 [main][BasicTypeRegistry.java:145] : Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@a4924379
DEBUG 2022-09-08 17:56:15,086 [main][BasicTypeRegistry.java:145] : Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@9b86b49d
DEBUG 2022-09-08 17:56:15,086 [main][BasicTypeRegistry.java:145] : Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@bdb7cd37
DEBUG 2022-09-08 17:56:15,087 [main][BasicTypeRegistry.java:145] : Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@bf2294ed
DEBUG 2022-09-08 17:56:15,087 [main][BasicTypeRegistry.java:145] : Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@7ef2a6e2
DEBUG 2022-09-08 17:56:15,087 [main][BasicTypeRegistry.java:145] : Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@9e6cac06
DEBUG 2022-09-08 17:56:15,087 [main][BasicTypeRegistry.java:145] : Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@cc8d3429
DEBUG 2022-09-08 17:56:15,088 [main][BasicTypeRegistry.java:145] : Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@9b7eac72
DEBUG 2022-09-08 17:56:15,088 [main][BasicTypeRegistry.java:145] : Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@4d5478ed
WARN  2022-09-08 17:56:15,093 [main][DriverManagerConnectionProviderImpl.java:70] : HHH10001002: Using Hibernate built-in connection pool (not for production use!)
INFO  2022-09-08 17:56:15,099 [main][DriverManagerConnectionProviderImpl.java:126] : HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/classicmodels?serverTimezone=UTC]
INFO  2022-09-08 17:56:15,099 [main][DriverManagerConnectionProviderImpl.java:132] : HHH10001001: Connection properties: {password=rootroot, user=root}
INFO  2022-09-08 17:56:15,099 [main][DriverManagerConnectionProviderImpl.java:140] : HHH10001003: Autocommit mode: false
DEBUG 2022-09-08 17:56:15,103 [main][DelegatingBasicLogger.java:384] : Initializing Connection pool with 1 Connections
INFO  2022-09-08 17:56:15,103 [main][PooledConnections.java:41] : HHH000115: Hibernate connection pool size: 5 (min=1)
DEBUG 2022-09-08 17:56:15,487 [main][JdbcEnvironmentInitiator.java:72] : Database ->
       name : MySQL
    version : 8.0.29
      major : 8
      minor : 0
DEBUG 2022-09-08 17:56:15,488 [main][JdbcEnvironmentInitiator.java:83] : Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.29 (Revision: dd61577595edad45c398af508cf91ad26fc4144f)
      major : 8
      minor : 0
DEBUG 2022-09-08 17:56:15,488 [main][DelegatingBasicLogger.java:389] : JDBC version : 4.2
INFO  2022-09-08 17:56:15,495 [main][Dialect.java:153] : HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
DEBUG 2022-09-08 17:56:15,534 [main][IdentifierHelperBuilder.java:117] : JDBC driver metadata reported database stores quoted identifiers in more than one case
DEBUG 2022-09-08 17:56:15,535 [main][IdentifierHelperBuilder.java:191] : IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
DEBUG 2022-09-08 17:56:15,558 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
DEBUG 2022-09-08 17:56:15,559 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
DEBUG 2022-09-08 17:56:15,560 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
DEBUG 2022-09-08 17:56:15,560 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
DEBUG 2022-09-08 17:56:15,560 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
DEBUG 2022-09-08 17:56:15,561 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
DEBUG 2022-09-08 17:56:15,561 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
DEBUG 2022-09-08 17:56:15,562 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
DEBUG 2022-09-08 17:56:15,563 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
DEBUG 2022-09-08 17:56:15,563 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
DEBUG 2022-09-08 17:56:15,563 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
DEBUG 2022-09-08 17:56:15,564 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
DEBUG 2022-09-08 17:56:15,564 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
DEBUG 2022-09-08 17:56:15,565 [main][DefaultIdentifierGeneratorFactory.java:81] : Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
DEBUG 2022-09-08 17:56:15,585 [main][Namespace.java:47] : Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
DEBUG 2022-09-08 17:56:15,599 [main][AnnotationBinder.java:511] : Binding entity from annotated class: org.example.models.Author
DEBUG 2022-09-08 17:56:15,610 [main][Ejb3Column.java:213] : Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
DEBUG 2022-09-08 17:56:15,612 [main][EntityBinder.java:416] : Import with entity name Author
DEBUG 2022-09-08 17:56:15,615 [main][EntityBinder.java:692] : Bind entity org.example.models.Author on table Author
DEBUG 2022-09-08 17:56:15,628 [main][Ejb3Column.java:213] : Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Author), mappingColumn=id, insertable=true, updatable=true, unique=false}
DEBUG 2022-09-08 17:56:15,630 [main][PropertyBinder.java:174] : MetadataSourceProcessor property id with lazy=false
DEBUG 2022-09-08 17:56:15,631 [main][AbstractPropertyHolder.java:89] : Attempting to locate auto-apply AttributeConverter for property [org.example.models.Author:id]
DEBUG 2022-09-08 17:56:15,632 [main][SimpleValueBinder.java:398] : building SimpleValue for id
DEBUG 2022-09-08 17:56:15,633 [main][PropertyBinder.java:265] : Building property id
DEBUG 2022-09-08 17:56:15,636 [main][Ejb3Column.java:213] : Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Author), mappingColumn=name, insertable=true, updatable=true, unique=false}
DEBUG 2022-09-08 17:56:15,636 [main][PropertyBinder.java:174] : MetadataSourceProcessor property name with lazy=false
DEBUG 2022-09-08 17:56:15,636 [main][AbstractPropertyHolder.java:89] : Attempting to locate auto-apply AttributeConverter for property [org.example.models.Author:name]
DEBUG 2022-09-08 17:56:15,636 [main][SimpleValueBinder.java:398] : building SimpleValue for name
DEBUG 2022-09-08 17:56:15,637 [main][PropertyBinder.java:265] : Building property name
DEBUG 2022-09-08 17:56:15,637 [main][Ejb3Column.java:213] : Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Author), mappingColumn=salary, insertable=true, updatable=true, unique=false}
DEBUG 2022-09-08 17:56:15,637 [main][PropertyBinder.java:174] : MetadataSourceProcessor property salary with lazy=false
DEBUG 2022-09-08 17:56:15,637 [main][AbstractPropertyHolder.java:89] : Attempting to locate auto-apply AttributeConverter for property [org.example.models.Author:salary]
DEBUG 2022-09-08 17:56:15,637 [main][SimpleValueBinder.java:398] : building SimpleValue for salary
DEBUG 2022-09-08 17:56:15,637 [main][PropertyBinder.java:265] : Building property salary
DEBUG 2022-09-08 17:56:15,638 [main][AnnotationBinder.java:511] : Binding entity from annotated class: org.example.models.Book
DEBUG 2022-09-08 17:56:15,638 [main][Ejb3Column.java:213] : Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
DEBUG 2022-09-08 17:56:15,639 [main][EntityBinder.java:416] : Import with entity name Book
DEBUG 2022-09-08 17:56:15,639 [main][EntityBinder.java:692] : Bind entity org.example.models.Book on table Book
DEBUG 2022-09-08 17:56:15,639 [main][Ejb3Column.java:213] : Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Book), mappingColumn=id, insertable=true, updatable=true, unique=false}
DEBUG 2022-09-08 17:56:15,640 [main][PropertyBinder.java:174] : MetadataSourceProcessor property id with lazy=false
DEBUG 2022-09-08 17:56:15,640 [main][AbstractPropertyHolder.java:89] : Attempting to locate auto-apply AttributeConverter for property [org.example.models.Book:id]
DEBUG 2022-09-08 17:56:15,640 [main][SimpleValueBinder.java:398] : building SimpleValue for id
DEBUG 2022-09-08 17:56:15,640 [main][PropertyBinder.java:265] : Building property id
DEBUG 2022-09-08 17:56:15,640 [main][Ejb3Column.java:213] : Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Book), mappingColumn=author_id, insertable=true, updatable=true, unique=false}
DEBUG 2022-09-08 17:56:15,640 [main][PropertyBinder.java:174] : MetadataSourceProcessor property author_id with lazy=false
DEBUG 2022-09-08 17:56:15,641 [main][AbstractPropertyHolder.java:89] : Attempting to locate auto-apply AttributeConverter for property [org.example.models.Book:author_id]
DEBUG 2022-09-08 17:56:15,641 [main][SimpleValueBinder.java:398] : building SimpleValue for author_id
DEBUG 2022-09-08 17:56:15,641 [main][PropertyBinder.java:265] : Building property author_id
DEBUG 2022-09-08 17:56:15,641 [main][Ejb3Column.java:213] : Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Book), mappingColumn=name, insertable=true, updatable=true, unique=false}
DEBUG 2022-09-08 17:56:15,641 [main][PropertyBinder.java:174] : MetadataSourceProcessor property name with lazy=false
DEBUG 2022-09-08 17:56:15,642 [main][AbstractPropertyHolder.java:89] : Attempting to locate auto-apply AttributeConverter for property [org.example.models.Book:name]
DEBUG 2022-09-08 17:56:15,642 [main][SimpleValueBinder.java:398] : building SimpleValue for name
DEBUG 2022-09-08 17:56:15,642 [main][PropertyBinder.java:265] : Building property name
DEBUG 2022-09-08 17:56:15,643 [main][SimpleValueBinder.java:443] : Starting fillSimpleValue for id
DEBUG 2022-09-08 17:56:15,643 [main][SimpleValueBinder.java:443] : Starting fillSimpleValue for name
DEBUG 2022-09-08 17:56:15,643 [main][SimpleValueBinder.java:443] : Starting fillSimpleValue for salary
DEBUG 2022-09-08 17:56:15,644 [main][SimpleValueBinder.java:443] : Starting fillSimpleValue for id
DEBUG 2022-09-08 17:56:15,644 [main][SimpleValueBinder.java:443] : Starting fillSimpleValue for author_id
DEBUG 2022-09-08 17:56:15,644 [main][SimpleValueBinder.java:443] : Starting fillSimpleValue for name
DEBUG 2022-09-08 17:56:15,645 [main][PrimaryKey.java:35] : Forcing column [id] to be non-null as it is part of the primary key for table [author]
DEBUG 2022-09-08 17:56:15,645 [main][PrimaryKey.java:35] : Forcing column [id] to be non-null as it is part of the primary key for table [book]
DEBUG 2022-09-08 17:56:15,667 [main][SessionFactoryImpl.java:197] : Building session factory
DEBUG 2022-09-08 17:56:15,668 [main][Settings.java:69] : SessionFactory name : null
DEBUG 2022-09-08 17:56:15,668 [main][Settings.java:70] : Automatic flush during beforeCompletion(): enabled
DEBUG 2022-09-08 17:56:15,668 [main][Settings.java:71] : Automatic session close at end of transaction: disabled
DEBUG 2022-09-08 17:56:15,668 [main][Settings.java:73] : Statistics: disabled
DEBUG 2022-09-08 17:56:15,668 [main][Settings.java:75] : Deleted entity synthetic identifier rollback: disabled
DEBUG 2022-09-08 17:56:15,668 [main][Settings.java:76] : Default entity-mode: pojo
DEBUG 2022-09-08 17:56:15,668 [main][Settings.java:77] : Check Nullability in Core (should be disabled when Bean Validation is on): enabled
DEBUG 2022-09-08 17:56:15,668 [main][Settings.java:78] : Allow initialization of lazy state outside session : disabled
DEBUG 2022-09-08 17:56:15,668 [main][Settings.java:80] : Using BatchFetchStyle : LEGACY
DEBUG 2022-09-08 17:56:15,669 [main][Settings.java:81] : Default batch fetch size: -1
DEBUG 2022-09-08 17:56:15,669 [main][Settings.java:82] : Maximum outer join fetch depth: 2
DEBUG 2022-09-08 17:56:15,669 [main][Settings.java:83] : Default null ordering: NONE
DEBUG 2022-09-08 17:56:15,669 [main][Settings.java:84] : Order SQL updates by primary key: disabled
DEBUG 2022-09-08 17:56:15,669 [main][Settings.java:85] : Order SQL inserts for batching: disabled
DEBUG 2022-09-08 17:56:15,669 [main][Settings.java:87] : multi-tenancy strategy : NONE
DEBUG 2022-09-08 17:56:15,669 [main][Settings.java:89] : JTA Track by Thread: enabled
DEBUG 2022-09-08 17:56:15,669 [main][Settings.java:91] : Query language substitutions: {}
DEBUG 2022-09-08 17:56:15,669 [main][Settings.java:92] : JPA query language strict compliance: disabled
DEBUG 2022-09-08 17:56:15,670 [main][Settings.java:93] : Named query checking : enabled
DEBUG 2022-09-08 17:56:15,670 [main][Settings.java:95] : Second-level cache: enabled
DEBUG 2022-09-08 17:56:15,670 [main][Settings.java:96] : Second-level query cache: disabled
DEBUG 2022-09-08 17:56:15,670 [main][Settings.java:97] : Second-level query cache factory: org.hibernate.cache.internal.StandardQueryCacheFactory@7687c97
DEBUG 2022-09-08 17:56:15,670 [main][Settings.java:98] : Second-level cache region prefix: null
DEBUG 2022-09-08 17:56:15,670 [main][Settings.java:99] : Optimize second-level cache for minimal puts: disabled
DEBUG 2022-09-08 17:56:15,670 [main][Settings.java:100] : Structured second-level cache entries: disabled
DEBUG 2022-09-08 17:56:15,670 [main][Settings.java:101] : Second-level cache direct-reference entries: disabled
DEBUG 2022-09-08 17:56:15,670 [main][Settings.java:102] : Automatic eviction of collection cache: disabled
DEBUG 2022-09-08 17:56:15,670 [main][Settings.java:104] : JDBC batch size: 15
DEBUG 2022-09-08 17:56:15,671 [main][Settings.java:105] : JDBC batch updates for versioned data: enabled
DEBUG 2022-09-08 17:56:15,671 [main][Settings.java:106] : Scrollable result sets: enabled
DEBUG 2022-09-08 17:56:15,671 [main][Settings.java:107] : Wrap result sets: disabled
DEBUG 2022-09-08 17:56:15,671 [main][Settings.java:108] : JDBC3 getGeneratedKeys(): enabled
DEBUG 2022-09-08 17:56:15,671 [main][Settings.java:109] : JDBC result set fetch size: null
DEBUG 2022-09-08 17:56:15,671 [main][Settings.java:110] : Connection release mode: AFTER_TRANSACTION
DEBUG 2022-09-08 17:56:15,671 [main][Settings.java:111] : Generate SQL with comments: disabled
DEBUG 2022-09-08 17:56:15,697 [main][SessionFactoryImpl.java:252] : Session factory constructed with filter configurations : {}
DEBUG 2022-09-08 17:56:15,697 [main][SessionFactoryImpl.java:253] : Instantiating session factory with properties: {awt.toolkit=sun.lwawt.macosx.LWCToolkit, java.specification.version=11, file.encoding.pkg=sun.io, jdk.extensions.version=11.0.15.0, sun.jnu.encoding=UTF-8, hibernate.dialect=org.hibernate.dialect.MySQLDialect, java.class.path=/Users/vdonets/IdeaProjects/testmaven/target/classes:/Users/vdonets/.m2/repository/org/hibernate/hibernate-core/5.2.2.Final/hibernate-core-5.2.2.Final.jar:/Users/vdonets/.m2/repository/org/jboss/logging/jboss-logging/3.3.0.Final/jboss-logging-3.3.0.Final.jar:/Users/vdonets/.m2/repository/org/hibernate/javax/persistence/hibernate-jpa-2.1-api/1.0.0.Final/hibernate-jpa-2.1-api-1.0.0.Final.jar:/Users/vdonets/.m2/repository/org/javassist/javassist/3.20.0-GA/javassist-3.20.0-GA.jar:/Users/vdonets/.m2/repository/antlr/antlr/2.7.7/antlr-2.7.7.jar:/Users/vdonets/.m2/repository/org/apache/geronimo/specs/geronimo-jta_1.1_spec/1.1.1/geronimo-jta_1.1_spec-1.1.1.jar:/Users/vdonets/.m2/repository/org/jboss/jandex/2.0.0.Final/jandex-2.0.0.Final.jar:/Users/vdonets/.m2/repository/com/fasterxml/classmate/1.3.0/classmate-1.3.0.jar:/Users/vdonets/.m2/repository/dom4j/dom4j/1.6.1/dom4j-1.6.1.jar:/Users/vdonets/.m2/repository/org/hibernate/common/hibernate-commons-annotations/5.0.1.Final/hibernate-commons-annotations-5.0.1.Final.jar:/Users/vdonets/.m2/repository/javax/enterprise/cdi-api/1.1/cdi-api-1.1.jar:/Users/vdonets/.m2/repository/javax/el/el-api/2.2/el-api-2.2.jar:/Users/vdonets/.m2/repository/org/jboss/spec/javax/interceptor/jboss-interceptors-api_1.1_spec/1.0.0.Beta1/jboss-interceptors-api_1.1_spec-1.0.0.Beta1.jar:/Users/vdonets/.m2/repository/javax/annotation/jsr250-api/1.0/jsr250-api-1.0.jar:/Users/vdonets/.m2/repository/javax/inject/javax.inject/1/javax.inject-1.jar:/Users/vdonets/.m2/repository/mysql/mysql-connector-java/8.0.29/mysql-connector-java-8.0.29.jar:/Users/vdonets/.m2/repository/com/google/protobuf/protobuf-java/3.19.4/protobuf-java-3.19.4.jar:/Users/vdonets/.m2/repository/jakarta/xml/bind/jakarta.xml.bind-api/2.3.2/jakarta.xml.bind-api-2.3.2.jar:/Users/vdonets/.m2/repository/jakarta/activation/jakarta.activation-api/1.2.1/jakarta.activation-api-1.2.1.jar:/Users/vdonets/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jaxb-runtime-2.3.2.jar:/Users/vdonets/.m2/repository/org/glassfish/jaxb/txw2/2.3.2/txw2-2.3.2.jar:/Users/vdonets/.m2/repository/com/sun/istack/istack-commons-runtime/3.0.8/istack-commons-runtime-3.0.8.jar:/Users/vdonets/.m2/repository/org/jvnet/staxex/stax-ex/1.8.1/stax-ex-1.8.1.jar:/Users/vdonets/.m2/repository/com/sun/xml/fastinfoset/FastInfoset/1.2.16/FastInfoset-1.2.16.jar:/Users/vdonets/.m2/repository/log4j/log4j/1.2.14/log4j-1.2.14.jar:/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar:/Users/vdonets/Library/Caches/JetBrains/IntelliJIdea2022.1/captureAgent/debugger-agent.jar, java.vm.vendor=Eclipse OpenJ9, sun.arch.data.model=64, com.ibm.vm.bitmode=64, hbm2ddl.auto=create-drop, user.variant=, com.ibm.oti.vm.library.version=29, java.vendor.url=https://www.ibm.com/semeru-runtimes, user.timezone=Europe/Warsaw, java.vm.specification.version=11, os.name=Mac OS X, sun.java.launcher=SUN_STANDARD, user.country=US, sun.boot.library.path=/Users/vdonets/Library/Java/JavaVirtualMachines/semeru-11.0.15/Contents/Home/lib/default:/Users/vdonets/Library/Java/JavaVirtualMachines/semeru-11.0.15/Contents/Home/lib, sun.java.command=org.example.Main, sun.cpu.endian=little, user.home=/Users/vdonets, user.language=en, java.specification.vendor=Oracle Corporation, java.version.date=2022-04-19, java.home=/Users/vdonets/Library/Java/JavaVirtualMachines/semeru-11.0.15/Contents/Home, ibm.signalhandling.rs=false, jdk.extensions.name=Extensions for OpenJDK for Eclipse OpenJ9, file.separator=/, line.separator=
, java.specification.name=Java Platform API Specification, java.vm.specification.vendor=Oracle Corporation, intellij.debug.agent=true, java.compiler=j9jit29, com.ibm.util.extralibs.properties=, java.awt.graphicsenv=sun.awt.CGraphicsEnvironment, com.ibm.oti.configuration=scar, com.ibm.oti.shared.enabled=false, hibernate.hbm2ddl.auto=create-drop, com.ibm.oti.vm.bootstrap.library.path=/Users/vdonets/Library/Java/JavaVirtualMachines/semeru-11.0.15/Contents/Home/lib/default:/Users/vdonets/Library/Java/JavaVirtualMachines/semeru-11.0.15/Contents/Home/lib, com.ibm.cpu.endian=little, java.fullversion=11.0.15-ea+10
JRE 11 Mac OS X aarch64-64-Bit 20220422_36 (JIT enabled, AOT enabled)
OpenJ9   - 9a84ec34e
OMR      - ab24b6666
JCL      - b7b5b42ea6 based on jdk-11.0.15+10, java.runtime.version=11.0.15-ea+10, user.name=vdonets, path.separator=:, hibernate.connection.username=root, os.version=12.5, java.runtime.name=IBM Semeru Runtime Open Edition, hibernate.connection.url=jdbc:mysql://localhost:3306/classicmodels?serverTimezone=UTC, connection.pool_size=5, ibm.signalhandling.sigint=true, file.encoding=UTF-8, java.vm.name=Eclipse OpenJ9 VM, hibernate.show_sql=true, java.vendor.version=11.0.15.0, ibm.signalhandling.sigchain=true, show_sql=true, hibernate.connection.driver_class=com.mysql.cj.jdbc.Driver, java.vendor.url.bug=https://github.com/ibmruntimes/Semeru-Runtimes/issues, java.io.tmpdir=/var/folders/wv/6c3_66yd6kq3r7z477kwz4lr0000gn/T/, java.version=11.0.15-ea, jboss.modules.system.pkgs=com.intellij.rt, com.ibm.system.agent.path=/Users/vdonets/Library/Java/JavaVirtualMachines/semeru-11.0.15/Contents/Home/lib, user.dir=/Users/vdonets/IdeaProjects/testmaven, os.arch=aarch64, java.vm.specification.name=Java Virtual Machine Specification, java.awt.printerjob=sun.lwawt.macosx.CPrinterJob, hibernate.connection.password=****, os.encoding=UTF-8, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@e116b9a9, java.library.path=/Users/vdonets/Library/Java/JavaVirtualMachines/semeru-11.0.15/Contents/Home/lib/default:/Users/vdonets/Library/Java/JavaVirtualMachines/semeru-11.0.15/Contents/Home/lib:/usr/lib, java.vendor=IBM Corporation, java.vm.info=JRE 11 Mac OS X aarch64-64-Bit 20220422_36 (JIT enabled, AOT enabled)
OpenJ9   - 9a84ec34e
OMR      - ab24b6666
JCL      - b7b5b42ea6 based on jdk-11.0.15+10, java.vm.version=openj9-0.32.0, ibm.system.encoding=UTF-8, hibernate.bytecode.use_reflection_optimizer=false, com.ibm.jcl.checkClassPath=, sun.io.unicode.encoding=UnicodeLittle, hibernate.connection.pool_size=5, java.class.version=55.0}
DEBUG 2022-09-08 17:56:15,703 [main][JaccIntegrator.java:80] : Skipping JACC integration as it was not enabled
DEBUG 2022-09-08 17:56:15,704 [main][SessionFactoryImpl.java:292] : Instantiated session factory
DEBUG 2022-09-08 17:56:15,728 [main][ClassLoaderAccessImpl.java:55] : Not known whether passed class name [org.example.models.Book] is safe
DEBUG 2022-09-08 17:56:15,728 [main][ClassLoaderAccessImpl.java:57] : No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : org.example.models.Book
